posID,TAG,tag,TIME,time,X,Y,NBS,VARX,VARY,COVXY,X_raw,Y_raw
1,31001003225,3225,1693173604.006,2023-08-27T22:00:04.006Z,641312.258491655,5903788.74197245,3,380.753021240234,2477.685546875,-475.946197509766,641309.670074976,5903788.74197245
2,31001003225,3225,1693173636.007,2023-08-27T22:00:36.007Z,641312.258491655,5903796.33281142,3,233.260467529297,1414.20373535156,-471.973327636719,641335.6013885,5903796.33281142
3,31001003225,3225,1693174035.988,2023-08-27T22:07:15.988Z,641312.258491655,5903933.19398378,3,354.884735107422,2164.27465820313,-572.772399902344,641312.258491655,5903933.19398378
4,31001003225,3225,1693174043.987,2023-08-27T22:07:23.987Z,641312.258491655,5903968.47741796,3,247.230911254883,1538.41381835938,-132.315017700195,641308.728753336,5904002.88714278
5,31001003225,3225,1693174075.987,2023-08-27T22:07:55.987Z,641312.258491655,5903968.47741796,3,640.653747558594,3823.29125976563,-1073.54357910156,641314.082622424,5903968.47741796
6,31001003225,3225,1693174091.988,2023-08-27T22:08:11.988Z,641314.082622424,5903968.47741796,3,630.072998046875,4003.26000976563,-1135.40307617188,641273.201988553,5904019.97446025
7,31001003225,3225,1693174243.989,2023-08-27T22:10:43.989Z,641317.170644671,5903971.46025278,3,468.952728271484,2714.62719726563,-933.695556640625,641336.975412196,5903873.89395788
8,31001003225,3225,1693174259.989,2023-08-27T22:10:59.989Z,641317.170644671,5903971.46025278,3,78.1592102050781,498.740997314453,-86.7377243041992,641318.298245399,5903971.46025278
9,31001003225,3225,1693174267.988,2023-08-27T22:11:07.988Z,641318.298245399,5903971.46025278,3,266.341156005859,1728.95373535156,-58.6151084899902,641317.170644671,5903907.82009803
10,31001003225,3225,1693174275.988,2023-08-27T22:11:15.988Z,641318.298245399,5903971.46025278,3,284.115264892578,1714.12756347656,-305.639556884766,641316.551570068,5904029.46681642
11,31001003225,3225,1693174283.988,2023-08-27T22:11:23.988Z,641320.386381277,5903971.46025278,3,308.591003417969,1880.1240234375,-165.541351318359,641341.252208915,5904000.14890787
12,31001003225,3225,1693174299.988,2023-08-27T22:11:39.988Z,641320.386381277,5903971.25888654,3,202.705581665039,1220.73571777344,-323.207366943359,641320.386381277,5903971.25888654
13,31001003225,3225,1693174315.988,2023-08-27T22:11:55.988Z,641320.386381277,5903971.25888654,3,257.449096679688,1500.6240234375,-391.700439453125,641353.917920672,5903933.94352315
14,31001003225,3225,1693174331.99,2023-08-27T22:12:11.990Z,641320.386381277,5903971.25888654,3,417.564025878906,2419.88208007813,-784.706909179688,641325.582877696,5903985.08341478
15,31001003225,3225,1693174363.99,2023-08-27T22:12:43.990Z,641319.620399548,5903965.34397195,3,308.429809570313,1968.2138671875,-143.798156738281,641291.242310757,5903933.74541915
16,31001003225,3225,1693174387.99,2023-08-27T22:13:07.990Z,641319.620399548,5903965.34397195,3,518.246154785156,3137.73486328125,-889.0146484375,641303.072966582,5904005.78357544
17,31001003225,3225,1693174403.991,2023-08-27T22:13:23.991Z,641319.620399548,5903933.74541915,3,299.767303466797,1787.07287597656,-517.197570800781,641319.620399548,5903965.34397195
18,31001003225,3225,1693174411.991,2023-08-27T22:13:31.991Z,641319.620399548,5903904.13858476,3,744.295166015625,4291.595703125,-1238.8857421875,641362.387824115,5903823.32046438
19,31001003225,3225,1693174507.99,2023-08-27T22:15:07.990Z,641319.620399548,5903904.13858476,3,267.373504638672,1747.28173828125,-2.3866491317749,641303.982052609,5903904.13858476
20,31001003225,3225,1693174515.989,2023-08-27T22:15:15.989Z,641327.470766807,5903904.13858476,3,325.717651367188,1837.65161132813,-530.62451171875,641372.502488336,5903897.68170392
