posID,TAG,tag,TIME,time,X,Y,NBS,VARX,VARY,COVXY,X_raw,Y_raw
1,31001003269,3269,1693175496.195,2023-08-27T22:31:36.195Z,652872.535274079,5902913.05355009,3,32.2823638916016,26.0508995056152,-5.59632205963135,652690.353425676,5902827.66227735
2,31001003269,3269,1693175696.184,2023-08-27T22:34:56.184Z,652872.535274079,5902913.05355009,3,225.591567993164,273.894592285156,-238.390197753906,652872.535274079,5902913.05355009
3,31001003269,3269,1693175712.182,2023-08-27T22:35:12.182Z,652872.535274079,5902913.05355009,3,191.59651184082,236.997756958008,-202.149459838867,652910.108425796,5902878.18339295
4,31001003269,3269,1693175720.182,2023-08-27T22:35:20.182Z,652889.474199393,5902920.33243914,3,161.619049072266,195.69270324707,-169.432037353516,652867.462383817,5902920.33243914
5,31001003269,3269,1693175736.182,2023-08-27T22:35:36.182Z,652910.108425796,5902938.67365468,3,15.1877288818359,19.71901512146,-13.3399314880371,652889.474199393,5902938.67365468
6,31001003269,3269,1693175752.181,2023-08-27T22:35:52.181Z,653092.125803045,5903005.25831983,4,11.1974592208862,19.5608406066895,-13.3973474502563,653102.454119486,5903033.59515268
7,31001003269,3269,1693175760.18,2023-08-27T22:36:00.180Z,653102.454119486,5903018.00404719,3,234.910308837891,370.035308837891,-284.04541015625,653117.492968926,5903005.25831983
8,31001003269,3269,1693175768.179,2023-08-27T22:36:08.179Z,653106.617177929,5903024.63788454,3,138.210540771484,210.434280395508,-164.7431640625,653092.125803045,5903038.4937882
9,31001003269,3269,1693175776.178,2023-08-27T22:36:16.178Z,653107.820934199,5903024.63788454,3,191.531768798828,298.485992431641,-229.482391357422,653111.142999697,5903018.00404719
10,31001003269,3269,1693175784.176,2023-08-27T22:36:24.176Z,653107.820934199,5903024.63788454,3,277.801544189453,403.106750488281,-326.327270507813,653107.820934199,5903024.63788454
11,31001003269,3269,1693175792.176,2023-08-27T22:36:32.176Z,653106.617177929,5903026.83635084,3,108.792015075684,184.957824707031,-131.968414306641,653106.617177929,5903026.83635084
12,31001003269,3269,1693175800.175,2023-08-27T22:36:40.175Z,653106.617177929,5903026.83635084,3,147.148696899414,225.12467956543,-175.433944702148,653093.248996297,5903045.97242542
13,31001003269,3269,1693175808.174,2023-08-27T22:36:48.174Z,653097.179206326,5903033.91940599,3,138.740158081055,219.253128051758,-166.785446166992,653120.899099496,5903012.99483634
14,31001003269,3269,1693175816.174,2023-08-27T22:36:56.174Z,653097.179206326,5903033.91940599,3,130.485153198242,205.717193603516,-157.955505371094,653097.179206326,5903033.91940599
15,31001003269,3269,1693175824.173,2023-08-27T22:37:04.173Z,653097.179206326,5903033.91940599,3,91.0595245361328,145.060150146484,-109.203605651855,653085.952903127,5903053.19976291
16,31001003269,3269,1693175832.172,2023-08-27T22:37:12.172Z,653097.179206326,5903033.91940599,3,166.058013916016,256.719421386719,-198.824630737305,653104.173761497,5903025.17902379
17,31001003269,3269,1693175840.171,2023-08-27T22:37:20.171Z,653097.179206326,5903033.91940599,3,125.425064086914,197.456924438477,-151.480316162109,653094.676129971,5903041.89523975
18,31001003269,3269,1693175848.17,2023-08-27T22:37:28.170Z,653103.154539122,5903027.3374775,3,160.995056152344,248.401672363281,-193.709060668945,653110.811311201,5903023.82574294
19,31001003269,3269,1693175864.168,2023-08-27T22:37:44.168Z,653103.154539122,5903027.3374775,3,284.032012939453,424.677093505859,-339.625579833984,653134.075969484,5902995.81498306
20,31001003269,3269,1693175872.167,2023-08-27T22:37:52.167Z,653103.154539122,5903030.12235657,3,189.175903320313,292.602844238281,-227.545928955078,653068.75941691,5903074.30261614
21,31001003269,3269,1693175880.166,2023-08-27T22:38:00.166Z,653103.154539122,5903030.12235657,3,124.645179748535,196.923446655273,-151.020935058594,653095.680956626,5903043.12092486
22,31001003269,3269,1693175888.165,2023-08-27T22:38:08.165Z,653103.154539122,5903030.12235657,3,130.035598754883,205.322967529297,-156.743591308594,653103.154539122,5903027.3374775
23,31001003269,3269,1693175896.165,2023-08-27T22:38:16.165Z,653103.154539122,5903030.12235657,3,119.819755554199,184.837966918945,-143.721252441406,653109.280983607,5903030.12235657
24,31001003269,3269,1693175904.166,2023-08-27T22:38:24.166Z,653103.154539122,5903030.12235657,3,167.673980712891,262.069976806641,-202.572021484375,653117.313085355,5903013.23327175
25,31001003269,3269,1693175912.166,2023-08-27T22:38:32.166Z,653099.848099023,5903035.45161542,3,183.7138671875,286.390655517578,-222.541473388672,653084.674434608,5903048.33334005
26,31001003269,3269,1693175920.165,2023-08-27T22:38:40.165Z,653099.848099023,5903041.2515867,3,169.470932006836,258.7314453125,-203.182037353516,653099.848099023,5903035.45161542
27,31001003269,3269,1693175928.165,2023-08-27T22:38:48.165Z,653084.674434608,5903048.33334005,3,319.857666015625,482.477783203125,-384.198120117188,653079.697243793,5903055.27121609
28,31001003269,3269,1693175936.165,2023-08-27T22:38:56.165Z,653084.674434608,5903048.33334005,3,127.924118041992,207.101593017578,-155.404052734375,653080.7503208,5903056.29615221
29,31001003269,3269,1693175944.165,2023-08-27T22:39:04.165Z,653087.827428765,5903051.62953442,3,95.65185546875,150.669387817383,-113.237037658691,653115.04110022,5903014.74166319
30,31001003269,3269,1693175952.165,2023-08-27T22:39:12.165Z,653093.715769042,5903051.62953442,3,163.210357666016,269.859130859375,-195.279891967773,653102.130063967,5903041.2515867
31,31001003269,3269,1693175960.166,2023-08-27T22:39:20.166Z,653093.715769042,5903051.62953442,3,166.365570068359,263.506774902344,-201.845932006836,653067.938457488,5903078.50525541
32,31001003269,3269,1693175968.167,2023-08-27T22:39:28.167Z,653093.715769042,5903051.62953442,3,142.734069824219,227.534317016602,-173.675842285156,653087.827428765,5903057.78205572
33,31001003269,3269,1693175984.168,2023-08-27T22:39:44.168Z,653093.715769042,5903051.62953442,3,148.874557495117,233.763122558594,-180.456268310547,653093.715769042,5903051.62953442
34,31001003269,3269,1693176000.167,2023-08-27T22:40:00.167Z,653094.199847105,5903051.62953442,3,208.913726806641,317.609588623047,-251.755432128906,653119.501743519,5903017.30591818
35,31001003269,3269,1693176016.166,2023-08-27T22:40:16.166Z,653097.297341932,5903043.84852957,3,193.973068237305,303.555084228516,-234.902893066406,653107.079818774,5903034.97323289
36,31001003269,3269,1693176024.165,2023-08-27T22:40:24.165Z,653100.398887386,5903039.62658457,3,114.924789428711,185.217910766602,-139.837829589844,653094.199847105,5903053.87668681
37,31001003269,3269,1693176040.163,2023-08-27T22:40:40.163Z,653100.398887386,5903039.62658457,3,224.678405761719,349.077606201172,-272.509979248047,653097.297341932,5903043.84852957
